"SchoolYear","State","LEA_ID","LEA","Group","Description","Value","Value_Min","Value_Max","Denominator","Grade","Subject"
"2016-2017","OHIO",3900084,"River Gate High School",584,"Performance on Statewide Reading/Language Arts Assessment","LT50",0,50,15,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900086,"Life Skills Ctr Of Cincinnati",584,"Performance on Statewide Reading/Language Arts Assessment","LE20",0,20,18,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900094,"Monroe Local",584,"Performance on Statewide Reading/Language Arts Assessment","75-79",75,79,193,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900100,"Cliff Park High School",584,"Performance on Statewide Reading/Language Arts Assessment","PS",NA,NA,5,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900101,"Marshall High School",584,"Performance on Statewide Reading/Language Arts Assessment","LE20",0,20,22,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900104,"Youthbuild Columbus Community",584,"Performance on Statewide Reading/Language Arts Assessment","PS",NA,NA,1,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900106,"Dohn Community",584,"Performance on Statewide Reading/Language Arts Assessment","LE10",0,10,50,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900118,"Treca Digital Academy",584,"Performance on Statewide Reading/Language Arts Assessment","25-29",25,29,255,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900123,"Sciotoville",584,"Performance on Statewide Reading/Language Arts Assessment","40-49",40,49,53,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900125,"Polly Fox Academy Community School",584,"Performance on Statewide Reading/Language Arts Assessment","LT50",0,50,6,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900126,"Phoenix Academy Community School",584,"Performance on Statewide Reading/Language Arts Assessment","LE5",0,5,61,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900133,"Newark Digital Academy",584,"Performance on Statewide Reading/Language Arts Assessment","35-39",35,39,65,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900135,"Hamilton Alternative Academy",584,"Performance on Statewide Reading/Language Arts Assessment","PS",NA,NA,4,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900138,"Wildwood Environmental Academy",584,"Performance on Statewide Reading/Language Arts Assessment","GE80",80,100,20,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900145,"Tomorrow Center",584,"Performance on Statewide Reading/Language Arts Assessment","LE10",0,10,43,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900146,"Mahoning Unlimited Classroom",584,"Performance on Statewide Reading/Language Arts Assessment","LE20",0,20,20,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900151,"Goal Digital Academy",584,"Performance on Statewide Reading/Language Arts Assessment","30-39",30,39,51,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900152,"Akron Digital Academy",584,"Performance on Statewide Reading/Language Arts Assessment","30-39",30,39,37,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900155,"Fairborn Digital Academy",584,"Performance on Statewide Reading/Language Arts Assessment","21-39",21,39,23,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900175,"Life Skills Center  of Canton",584,"Performance on Statewide Reading/Language Arts Assessment","PS",NA,NA,3,"High School","Reading/Language Arts"
"2016-2017","OHIO",3900176,"Life Skills Center of Elyria",584,"Performance on Statewide Reading/Language Arts Assessment","PS",NA,NA,5,"High School","Reading/Language Arts"
